name,location,description,rating,url,wikiUrl,
Stay Inn Hostel,"West Jerusalem, Jerusalem
","Conveniently located in Jerusalem, Stay Inn Hostel provides a buffet breakfast and free WiFi. 2.3 miles from Church of All Nations, the hostel has a terrace and a shared lounge.",9.2,https://www.booking.com/hotel/il/stay-inn-hostel.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=29&hpos=14&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Jerusalem Hostel,"West Jerusalem, Jerusalem
","Located next to Zion Square, Jerusalem Hostel is in the city center a 5-minute walk from Ben Yehuda pedestrian street. It offers free Wi-Fi and rooms with private bathroom.",7.4,https://www.booking.com/hotel/il/jerusalem-hostel.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=30&hpos=15&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
City Center Jerusalem,"West Jerusalem, Jerusalem
","In the heart of Jerusalem, just 65 ft from Ben Yehuda Street, the City Center Jerusalem offers air-conditioned accommodations with a kitchenette. The Old City is a 15 minute walk away.",8.3,https://www.booking.com/hotel/il/jerusalem-center-vacation-rentals.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=31&hpos=16&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Chain Gate Hostel,"Old City, Jerusalem
","Located along the authentic narrow streets of Jerusalem's old city, the Chain Gate Hostel is made entirely of Jerusalem stone and provides air-conditioned accommodations with free Wi-Fi.",6.8,https://www.booking.com/hotel/il/chain-gate-hostel.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=32&hpos=17&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Rivoli Hotel Jerusalem,"East Jerusalem, Jerusalem
",Rivoli Hotel Jerusalem is on the famous street of Sallah a Din and is just a 5-minute walk to the Damascus Gate of Jerusalem's Old City. Free Wi-Fi is available.,7.2,https://www.booking.com/hotel/il/rivoli-jerusalem.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=33&hpos=18&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Ben Hillel Boutique Hotel,"West Jerusalem, Jerusalem
","Featuring free WiFi, Ben Hillel Boutique Hotel offers accommodations on a pedestrianized street in Jerusalem, a 10-minute walk from the Mahane Yehuda Market. Guests can enjoy the on-site bar.",9,https://www.booking.com/hotel/il/ben-hillel-boutique.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=34&hpos=19&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Jerusalem Panorama Hotel,"East Jerusalem, Jerusalem
","Jerusalem Panorama Hotel is situated on the hill of Gethsemane, with views of the old city and the Dome of the Rock. It offers basic air-conditioned rooms with satellite TV.",6.3,https://www.booking.com/hotel/il/jerusalem-panorama.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=35&hpos=20&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
ibis Jerusalem City Center,"West Jerusalem, Jerusalem
","Located within 0.9 mi of the Western Wall, ibis Jerusalem City Center offers free WiFi throughout, its own synagogue, and a shared lounge.",8.6,https://www.booking.com/hotel/il/ibis-jerusalem-city-center.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=36&hpos=21&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
TRYP Jerusalem Bat Sheva,"West Jerusalem, Jerusalem
",TRYP Jerusalem Bat Sheva offers accommodations in Jerusalem. Free WiFi is featured throughout the property and private parking is available on site. Rooms come with a flat-screen TV.,8.7,https://www.booking.com/hotel/il/tryp-jerusalem-bat-sheva-jerusalem.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=37&hpos=22&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Addar Hotel,"East Jerusalem, Jerusalem
","Renovated in June 2013, Addar Hotel has a great location, halfway between the modern center and the old city in Jerusalem. This family-run boutique hotel has free Wi-Fi access and a fitness room.",6,https://www.booking.com/hotel/il/addarhotel.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=38&hpos=23&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Victoria Hotel,"East Jerusalem, Jerusalem
","Just 10 minutes' walk from the Damascus Gate to the Old City, Victoria Hotel is 1640 feet from Jerusalem's Rockefeller Museum. It offers air-conditioned rooms with satellite TV and free Wi-Fi.",7.3,https://www.booking.com/hotel/il/victoria.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=39&hpos=24&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q15637903
Victoria Hotel,"East Jerusalem, Jerusalem
","Just 10 minutes' walk from the Damascus Gate to the Old City, Victoria Hotel is 1640 feet from Jerusalem's Rockefeller Museum. It offers air-conditioned rooms with satellite TV and free Wi-Fi.",7.3,https://www.booking.com/hotel/il/victoria.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=39&hpos=24&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q26547762
Victoria Hotel,"East Jerusalem, Jerusalem
","Just 10 minutes' walk from the Damascus Gate to the Old City, Victoria Hotel is 1640 feet from Jerusalem's Rockefeller Museum. It offers air-conditioned rooms with satellite TV and free Wi-Fi.",7.3,https://www.booking.com/hotel/il/victoria.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=39&hpos=24&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q26548955
Victoria Hotel,"East Jerusalem, Jerusalem
","Just 10 minutes' walk from the Damascus Gate to the Old City, Victoria Hotel is 1640 feet from Jerusalem's Rockefeller Museum. It offers air-conditioned rooms with satellite TV and free Wi-Fi.",7.3,https://www.booking.com/hotel/il/victoria.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=39&hpos=24&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q26458158
Victoria Hotel,"East Jerusalem, Jerusalem
","Just 10 minutes' walk from the Damascus Gate to the Old City, Victoria Hotel is 1640 feet from Jerusalem's Rockefeller Museum. It offers air-conditioned rooms with satellite TV and free Wi-Fi.",7.3,https://www.booking.com/hotel/il/victoria.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=39&hpos=24&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q26481652
Victoria Hotel,"East Jerusalem, Jerusalem
","Just 10 minutes' walk from the Damascus Gate to the Old City, Victoria Hotel is 1640 feet from Jerusalem's Rockefeller Museum. It offers air-conditioned rooms with satellite TV and free Wi-Fi.",7.3,https://www.booking.com/hotel/il/victoria.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=39&hpos=24&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q26582877
Victoria Hotel,"East Jerusalem, Jerusalem
","Just 10 minutes' walk from the Damascus Gate to the Old City, Victoria Hotel is 1640 feet from Jerusalem's Rockefeller Museum. It offers air-conditioned rooms with satellite TV and free Wi-Fi.",7.3,https://www.booking.com/hotel/il/victoria.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=39&hpos=24&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q26644119
Victoria Hotel,"East Jerusalem, Jerusalem
","Just 10 minutes' walk from the Damascus Gate to the Old City, Victoria Hotel is 1640 feet from Jerusalem's Rockefeller Museum. It offers air-conditioned rooms with satellite TV and free Wi-Fi.",7.3,https://www.booking.com/hotel/il/victoria.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=39&hpos=24&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q26664380
Victoria Hotel,"East Jerusalem, Jerusalem
","Just 10 minutes' walk from the Damascus Gate to the Old City, Victoria Hotel is 1640 feet from Jerusalem's Rockefeller Museum. It offers air-conditioned rooms with satellite TV and free Wi-Fi.",7.3,https://www.booking.com/hotel/il/victoria.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=39&hpos=24&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,http://www.wikidata.org/entity/Q56707584
Mamilla Hotel - The Leading Hotels of the World,"West Jerusalem, Jerusalem
",Mammilla Hotel - The Leading Hotels of the World features a panoramic rooftop terrace overlooking Jerusalem's Old City.,8.9,https://www.booking.com/hotel/il/mamilla.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=40&hpos=25&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Dan Jerusalem Hotel,"East Jerusalem, Jerusalem
","Offering a free outdoor pool, a spa, and spacious rooms, the Dan Jerusalem is set on the slopes of Mount Scopus. Located close to the light rail, it overlooks the mountains and Jerusalem's old city.",7.7,https://www.booking.com/hotel/il/regency-jerusaem.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=41&hpos=26&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Johnny Hotel,"West Jerusalem, Jerusalem
","Located in Jerusalem, 1.7 miles from Western Wall, Johnny Hotel has rooms with air conditioning. Among the various facilities of this property are a garden and a terrace.",7.8,https://www.booking.com/hotel/il/johnny.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=42&hpos=27&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Malka Hotel,"West Jerusalem, Jerusalem
","Malka Hotel is located in the Jerusalem City Center district in Jerusalem, 0.8 mi from Dome of the Rock. Guests can enjoy the on-site bar.",7.1,https://www.booking.com/hotel/il/malka-jerusalem.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=43&hpos=28&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Montefiore Hotel By Smart Hotels,"West Jerusalem, Jerusalem
",Montefiore Hotel is set in a traffic-free area in central Jerusalem. Rooms are all air conditioned and come with a fridge and tea/coffee-making facilities.,7.6,https://www.booking.com/hotel/il/montefiore.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=44&hpos=29&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Rob's Place,"East Jerusalem, Jerusalem
","Located in Jerusalem, Rob's Place provides a garden, terrace and shared lounge. Located around 1.9 miles from Church of All Nations, the hostel is also 1.9 miles away from Garden of Gethsemane.",8.6,https://www.booking.com/hotel/il/rob-39-s-hostel.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=45&hpos=30&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Kaplan Hotel,"West Jerusalem, Jerusalem
",Kaplan Hotel offers accommodations in Jerusalem. Each room at this hotel is air conditioned and is equipped with a TV. The rooms come with a private bathroom equipped with a shower.,8.5,https://www.booking.com/hotel/il/kaplan-jerusalem2.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=46&hpos=31&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Alon Hotel,"West Jerusalem, Jerusalem
","Right next to the Ben Yehuda Pedestrian Mall in the very center of Jerusalem, Alon Hotel offers air-conditioned studios with free Wi-Fi and flat-screen cable TVs.",7.7,https://www.booking.com/hotel/il/alon.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=47&hpos=32&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Harmony Hotel - an Atlas Boutique Hotel,"West Jerusalem, Jerusalem
","Located in the lively Nahalat Shiva district, Harmony Hotel offers free on-site parking and design rooms with free Wi-Fi.",8.6,https://www.booking.com/hotel/il/harmony.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=48&hpos=33&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
King George Suitesholiday apartments jerusalem,"West Jerusalem, Jerusalem
",King George Suitesholiday apartments jerusalem is located 1.7 miles from Western Wall and 1.9 miles from Church of All Nations in the Jerusalem City Centre of Jerusalem. Complimentary WiFi is...,8.8,https://www.booking.com/hotel/il/king-george-suitesholiday-apartments-jerusalem.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=49&hpos=34&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Orient Jerusalem by Isrotel Exclusive Collection,"West Jerusalem, Jerusalem
","Featuring a wellness area and two swimming pools, Orient Jerusalem by Isrotel Exclusive Collection offers accommodations in Jerusalem, 0.9 mi from the city center.",8.9,https://www.booking.com/hotel/il/orient-jerusalem-by-isrotel-exclusive-collection.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=50&hpos=35&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Shlomtzi Hotel,"West Jerusalem, Jerusalem
","Located in Jerusalem and within 0.7 mi of Western Wall, Shlomtzi Hotel features a terrace, nonsmoking rooms, and free WiFi.",9,https://www.booking.com/hotel/il/shlomtzi.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=51&hpos=36&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Hotel Yehuda,"West Jerusalem, Jerusalem
","Offering free parking and free WiFi, Hotel Yehuda is on Jerusalem's Massuah hill slope and feature elegantly furnished rooms and a semi-Olympic sized pool.",8.5,https://www.booking.com/hotel/il/beit-yehudah.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=52&hpos=37&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Royal Ben Yehuda,"West Jerusalem, Jerusalem
","Offering views of city, Royal Ben Yehuda is located in the center of Jerusalem, 1.7 miles from Western Wall. This apartment provides air-conditioned accommodations with a balcony.",7.9,https://www.booking.com/hotel/il/royal-ben-yehuda.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=53&hpos=38&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
The Pearl in Talbyeh,"West Jerusalem, Jerusalem
","Located in Jerusalem, 2 miles from Western Wall, The Pearl in Talbyeh provides air-conditioned accommodations with a terrace and free WiFi.",9.1,https://www.booking.com/hotel/il/the-pearl-in-talbyeh.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=54&hpos=39&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Ramat Rachel Resort,"West Jerusalem, Jerusalem
",Ramat Rachel Resort offers accommodations and a Kibbutz experience in the heart of Jerusalem in a tranquil garden setting and outdoor and indoor heated swimming pool.,8,https://www.booking.com/hotel/il/ramat-rachel.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=55&hpos=40&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Liora Studios Jerusalem,"West Jerusalem, Jerusalem
","Located in Jerusalem, Liora Studios Jerusalem offers studios with free WiFi.",9,https://www.booking.com/hotel/il/liora-suites-jerusalem.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=56&hpos=41&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
"The Jewish quarter room for 2, top location, amazing view","Old City, Jerusalem
","Located in Jerusalem, within a few steps of Western Wall, The Jewish quarter room for 2, top location, amazing view offers accommodations with free WiFi and air conditioning.",8.4,https://www.booking.com/hotel/il/the-jewish-quarter-room-for-2-top-location-amazing-view.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=57&hpos=42&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Best Location Historic Boutique Apartment,"West Jerusalem, Jerusalem
","Best Location Historic Apartment is a self-catering accommodations set in a quiet part of central Jerusalem, in the German Colony. Free WiFi access is available.",9.5,https://www.booking.com/hotel/il/best-location-5-stars-historic-apartment.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=58&hpos=43&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
Ramada Jerusalem Hotel,"West Jerusalem, Jerusalem
","Offering a spa center and sauna, Ramada Jerusalem Hotel is located in Jerusalem, 1.9 mi from Holyland Model of Jerusalem.",7.7,https://www.booking.com/hotel/il/ramada-jerusalem.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=59&hpos=44&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
St Andrews Guest House,"West Jerusalem, Jerusalem
","Located in the West Jerusalem district of Jerusalem, St Andrews Guest House provides a garden and a terrace.",8.8,https://www.booking.com/hotel/il/st-andrews-guest-house.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=60&hpos=45&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&from=searchresults,highlight_room=#hotelTmpl,
Charming & Beautiful 2 BedRoom Apt,"West Jerusalem, Jerusalem
","Located in the Jerusalem City Centre of Jerusalem, 1.7 miles from Western Wall and 1.8 miles from Church of All Nations, Charming & Beautiful 2 BedRoom Apt offers free WiFi.",8.6,https://www.booking.com/hotel/il/charming-amp-beautiful-2-bedroom-apt.html?aid=397594&label=gog235jc-1DCAEoggI46AdIM1gDaLoBiAEBmAExuAEHyAEM2AED6AEB-AECiAIBqAIDuAL4lonlBcACAQ&sid=fb268b91a89f82527742935dbdc39ce7&dest_id=900000000&dest_type=city&hapos=61&hpos=46&sr_order=popularity&srepoch=1556914667&srpvid=e05f8eb5d89500d2&ucfs=1&bhgwe_bhr=0&from=searchresults,highlight_room=#hotelTmpl,
